F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-132.47,16080.87,3,UK,-15234.81,392.55,-39.12,13.63,High,182.04,2107.86,-10.76,-0.8,164.94,2079.36,1315.95,2206.54,-14210.02,-17.16,10.22,351.84,-92.16,-16720.16,-10506.66,7.76,10,-117.6,-659.85,-4579.26,15.82,-47.6,-148.95,-1388.06,13.5,200.2,7.05,1243.02
-63.28,-640.14,15,Rest,-9633.52,-209.47,76.34,14.37,Very low,16.41,2471.67,-12.38,4.5,196.2,2332.04,-252.51,2012.65,-24551.18,-39.48,6.8,482.1,-53.76,-18338.82,-6438.87,43.48,8,-636.83,-516,-4064.07,20.59,200.58,-55.19,-2134.16,63.48,264.88,1.11,670.53
-5.67,20662.41,18,UK,-7808.9,530.35,71.76,16.56,Very high,55.92,2469.36,-6.14,30.72,171.39,3073.26,1424.13,2164.45,-17317.96,-31.98,14.54,441.45,-57.48,-24010.02,-8518.5,27.76,4,-225.56,-754.5,-4574.31,12.89,0.94,-72.06,-2305.52,38.92,188.08,1.83,3784.99
-65.71,21074.37,18,USA,-13882.43,545.35,-38.36,15.92,Medium,110.55,1605.42,-13.99,-2.72,184.59,2571.88,-194.46,2556.83,-14970.04,-21.21,3.84,287.07,-59.34,-24950.08,-6577.11,45.36,6,-451.92,-585.78,-5250.66,16.31,98.62,-92.35,-3314.36,15.64,203.08,4.96,1840.37
-118.54,14895.57,9,Rest,-10548.87,52.92,-74.08,14.85,Low,66.06,2671.08,-6.44,1.32,207.12,2665.9,1597.98,2312.89,-19458.16,-40.26,4.18,357.36,-79.56,-11092.98,-12297.33,70.92,10,-227.59,-666.54,212.61,11.9,-109.02,-81.1,-2808.16,0.64,300.6,0.66,768.82
2.09,13340.55,21,UK,-9564.6,340.2,-52.8,16.98,Very high,130.89,1144.05,-8.11,-0.5,120.54,1780.88,1408.86,2265.42,-15252.56,-33.57,9.46,373.35,-67.29,-12415.98,-4335.27,74.91,6,-26.12,-658.26,-4654.08,16.48,-78.8,-89.25,-3083.68,0.78,237.36,10.34,-33.24
-50.19,23046.93,12,UK,-7141.12,193.5,-75.82,15.85,Low,115.11,2035.98,-3.84,-2.9,150.81,2542.44,310.59,2360.05,-18032.16,-37.08,22.94,214.65,-69.27,-25143.8,4264.8,73.51,4,-115.4,-379.62,-2406.75,19.19,-100.38,-63.8,-1755.9,1.92,191.94,2.08,2236.97
-82.88,31319.88,18,Europe,-21423.15,108.92,79.3,13.38,Medium,94.32,1434,-9.46,-1.24,83.76,2541.92,1389.54,1587.68,-12333.54,-18.96,6.48,189.45,-73.86,-18028.88,12788.91,62.15,10,-539.38,-422.46,-3369.84,25.11,-122,-86.44,-1530.16,1.2,205.12,1.47,86.23
-36.57,37898.04,12,Rest,-13021.49,187.08,39.84,9.99,Very low,101.01,1003.62,-11.82,-8.74,113.25,1717.76,1536.33,2604.22,-22577.76,-20.97,5.56,192.54,-67.86,-10081.22,-7237.53,45.85,6,246.03,-412.53,-3761.1,11.03,-111.38,-20.58,-2362.18,4.36,179.3,2.47,331.24
-61.32,32418.33,18,Rest,-10339.2,515.36,-26.38,15.43,Low,128.37,2725.14,-11.34,-21.78,183.3,2338.12,2025.9,2186.08,-16819.5,-40.29,5.74,339.63,-29.25,-18689.32,-889.95,-12.19,4,-650.29,-599.97,-5469.03,19.84,6.38,-109.01,-834.12,0.18,30.16,8.1,-259.42
-86.97,20845.35,6,Europe,-8482.03,-53.97,49.62,18.48,Very low,125.22,3212.4,-9.1,-1.28,183.36,2757.5,-563.37,1982.75,-16543.1,-25.26,6.58,-130.77,-60.87,-30501.14,2865.18,50.33,10,272.01,-501.27,-3929.91,15.78,-21.08,-56.62,-3099.82,8.48,201.82,2.41,2898.19
-70.65,28811.64,18,UK,-5434,380.71,75.28,12.85,Very low,80.34,2474.76,-18.79,-1.9,-11.19,2395.58,376.77,1972.51,-25256.22,-25.26,2.18,363.66,-41.94,-23165.12,-9707.82,12.73,12,-195,-490.17,-4477.08,13.64,34.44,-97.28,-1701.16,0.12,245.2,1.8,-90.71
-56.41,13671.45,6,UK,-7651.28,-199.39,-19.54,14.38,High,6.84,2600.31,-11.31,3.7,105.63,2404.76,548.94,2624.6,-24082.84,-28.83,4.38,307.59,-42.51,-19177.42,-2802.3,72.02,4,-741.17,-662.04,-5398.26,14.93,24.66,-109.59,-2306.5,5.14,234.92,7.46,3026.34
-64.59,6367.68,15,Europe,-11054.61,122.6,83.74,18.99,Very low,138.96,2289.06,-3.07,8.1,299.49,1530.58,-680.1,2734.36,-21139.84,-47.55,0.52,487.89,-69.6,-18760.42,13283.34,-1.13,12,-402.78,-536.58,-2085.93,20.43,-249.84,-29.01,-2529.6,14.8,197.98,7.62,-826.5
-41.61,27221.01,3,Europe,-13438.25,164.27,-83.8,18.12,Low,182.16,1913.04,-9.83,4.18,239.61,2464.68,-954.63,1454.96,-21256.72,-45.69,8.84,383.07,-67.05,-17457.56,-1923.18,23.79,10,27.37,-601.77,-4489.32,13.79,10.44,-33.66,-1601.58,10.12,233.98,3.21,1821.42
-85.33,33814.32,6,Rest,-6878.09,204,23.42,17.13,Medium,40.17,1349.34,-11.42,-0.26,146.64,2181.58,1244.64,1698.56,-23669.1,-35.73,11.04,373.26,-43.56,-18723.26,-2484.42,47.07,8,207.37,-609.03,-4860.9,22.34,-15.38,-78.05,-1522.78,1.04,140.02,6.47,169.88
-83.33,3784.17,12,USA,-8296.66,583.99,77.34,28.53,Medium,215.43,2636.07,-10.66,10.96,156.06,1977.48,1320.27,2537.04,-19592.6,-42.6,6.04,34.59,-125.94,-19090,2508.36,39.28,6,175.07,-452.61,-4668.06,18.36,-111.24,-59.05,-2243.56,1.12,218.44,2.09,1364.27
-69.61,21127.35,12,UK,-11327.72,-104.97,23.72,25.73,Very low,-11.49,1365.72,-9.62,13.66,147.6,1743.84,542.13,2268.71,-19389.14,-37.86,15.38,449.28,-79.2,-24795.34,-6910.38,38.2,6,-263.25,-624.15,-3709.68,17.13,-27.44,-96.03,-1782.84,29.48,116.1,4.36,1113.09
-68.17,34466.16,12,UK,-12327.48,628.09,32.7,12.39,Low,139.35,2027.91,-10.06,-0.84,206.13,1672.08,1343.34,2283.42,-15285.14,-10.74,17.88,117.12,-81.99,-32364.04,-16969.56,22.34,2,-245.7,-601.8,-4639.14,17.89,-102.64,-78.7,-1229.72,2.82,-47.42,3.28,1716.82
-70.34,28052.73,18,Europe,-13139.78,218.34,38.04,9.73,Very low,95.31,357.6,-13.88,-7.24,160.8,2139.82,1320.54,2415.73,-3688.46,-31.71,5.86,475.68,-59.88,-14229.64,-19253.4,28.32,6,-368.35,-758.94,-3317.67,20.32,-73.44,-42.29,-2556.88,0.76,25.34,2.32,0.9
-35.07,30647.07,9,USA,-8632.95,408.09,43.56,12.75,Very high,201.84,1115.58,-16.84,-3.74,19.98,1958.22,383.04,2100.2,-12871.32,-33.42,9.54,679.38,-76.23,-14057,6045.87,30.53,8,350.59,-577.17,-3469.47,14.48,-95.36,-86.81,-1348.88,0.02,327.38,3.37,285.71
-155.16,27619.68,9,USA,-10865.65,68.46,-19.8,16.27,Low,13.5,1493.97,-11.65,3.56,202.71,2357,-815.16,2655.79,-19679.66,-19.8,5.16,692.52,-67.41,-12492.42,-3826.2,120.37,10,-465.79,-434.16,-3823.32,15.47,9.62,-109.29,-2891.9,2.62,220.68,1.85,1498.51
-54.71,9384.57,12,USA,-1811.37,380.56,119.22,16.07,Very high,-62.46,1686.12,-8.39,-2.14,195.27,2675.12,1462.32,2324.17,-11011.4,-42.48,2.08,351.21,-60.3,-16188.6,-10551.15,2.62,4,445.31,-509.16,-4338.09,14.37,64.12,-113.03,-3159.24,104.92,110.28,4.81,2777.47
-84.02,4902.33,6,Rest,-10968.1,-72.45,-7.44,16.36,Very high,27.75,783.57,-6,-8.78,131.94,2467.08,1366.29,2631.71,-22818.7,-42.9,4.3,202.86,-70.35,-10191.12,8094.36,24.11,6,112.22,-564.51,-3611.13,11.22,-48.62,-105.75,-2169.94,1.8,209.56,4.37,889.85
-80.62,23405.04,15,USA,-11280.63,201.69,49,23.45,High,81.72,2335.77,-15.04,-2.72,237.33,1192.36,1518.48,3516.74,-12562.36,-31.17,26.66,334.98,-54.81,-20109.66,-639.3,56.99,2,-392.32,-621.36,-2347.65,16.39,20.84,-134.79,-1244.22,0.66,171.44,3.3,466.04
-123.3,28183.08,9,USA,-10371.55,-263.86,18.82,12.14,High,-2.76,860.25,-12.16,-9.1,181.44,2332.64,1964.16,2336.52,-31731.44,-37.59,10.2,62.76,-110.85,-21600.92,-7804.41,20.47,8,-386.91,-743.91,-6365.04,15.83,13.84,-29.4,-3236.62,7.2,206.28,1.73,2857.96
-67.95,19183.68,15,USA,-9818.39,356.08,-44.52,26.67,Medium,60.06,1883.31,-7.87,32.34,255.03,1779.94,325.53,2222.65,-9195.56,-12.03,9.56,601.74,-67.68,-14022.7,1901.64,-26.46,10,111.22,-743.46,-5271.42,15.48,-104.2,-115.54,-1607.5,0.1,365.96,5.32,-708.14
-49.02,16626.45,15,Europe,-5272.93,450.46,-78.98,14.39,Very high,160.5,1166.19,-2.84,5.14,110.04,1132.86,338.58,1664.68,-25408.36,-46.2,9.4,471.42,-69.33,-20561.04,9096.24,40.04,10,-925.4,-703.17,-3696.33,18.44,-14.52,-97.47,-2738.98,0.68,178.66,4.45,1848.5
-95.64,19404.39,12,Rest,-13122.94,431.14,37.68,15.2,Very high,63.84,2626.38,-10.55,1.16,160.44,2334.52,-112.89,2266.54,-11026.86,-36.84,7.4,372.93,-21.33,-17486.08,-9053.13,62.45,10,156.82,-769.02,-2732.07,20.76,13.12,-115.76,-2507.8,4.72,205.4,3.62,993.73
-67.09,45986.37,15,USA,-12865.85,-264.95,8.22,14.48,Low,8.22,2512.47,-5.73,12.28,99.66,3104.34,986.82,1841.25,-22364.1,-32.73,8.88,313.62,-71.19,-21291.66,-23503.38,-12.2,16,-227.42,-491.31,-6477.12,13.53,-57.5,-96.01,-2389.26,1.6,66.28,11.2,-1007.1
-140.77,24699.15,9,UK,-8906.11,85.39,6.8,19.24,Very high,114.06,1486.11,-13.54,0.68,154.92,1389.98,474.6,2589.77,-13729.38,-31.68,1.38,254.79,-68.67,-11944.84,-8064.6,-80.73,12,-103.05,-194.88,-4300.17,7.08,-20.84,-89.49,-2801.8,0.14,199.6,5.89,1207.42
15.55,23760.84,15,UK,-17627.97,-68.17,-30.92,9.79,High,14.16,1583.91,-20.17,21.26,103.02,1491.64,135.63,2590.48,-13658.02,-34.11,15.42,229.68,-61.56,-15501.68,-11023.83,25.41,6,-643.93,-515.28,190.47,16.17,106.24,-58.51,-1199.78,71.3,169.82,6.48,231.59
-156.64,12532.86,6,Rest,-6819.28,-156.69,-54.28,11.72,Medium,171.15,2117.43,-10.12,-10.86,206.73,2203.86,1424.88,2438.63,-19755.18,-31.2,8.24,260.13,-71.73,-2543.04,-12001.83,47.83,4,-21.3,-620.07,1456.23,12.97,45.86,-106.16,-1935.96,65.98,164.42,6.84,377.06
-71.02,27432.81,9,Europe,-7876.26,-127.17,10.38,19.93,Low,75.93,388.77,-11.01,-22,0.12,1911.46,790.83,2368.27,-13087.6,-31.56,30.38,328.68,-70.59,-6439.54,-4485.96,73.14,2,193.52,-597,-2521.17,15.31,-195.58,-81.85,-1136.96,10.96,154.44,4.6,-641.56
-98.25,24484.86,12,USA,-10134.44,574.7,51.58,6.53,Medium,131.37,2087.4,-9.3,8,235.05,1493.82,783.3,2319.56,-19253.42,-28.35,9.82,426.57,-54.66,-12206.3,-23767.14,23.59,6,-559.03,-671.91,-4136.64,15.8,-22.9,-103.11,-2379.8,1.5,309.52,5.12,582.44
-70.84,18028.59,9,USA,-4789.05,291.27,73.22,10.27,Very high,108.39,2722.29,-12.24,5.04,22.32,3114.42,-466.5,3062.71,-15752.1,-7.23,6.24,297.48,-54.03,-15432.46,-10688.7,-77.34,8,-365.75,-599.73,-5773.41,16.42,21.02,-94.99,-2685.48,4.32,242.48,1.55,2560.11
-71.26,38280.54,18,UK,-10908.96,70.27,-7.68,14.12,Very high,143.7,1645.62,-11.07,-2.72,231,3001.04,13.59,2207.06,-15401.64,-54.45,2.94,496.98,-81.03,-30893.42,-1223.07,80.97,10,-919.7,-321.81,-2882.82,20.58,-210.68,-30.91,-1331.36,4.06,210.86,2.64,2717.04
-43.54,13353.57,15,Rest,-12206.58,201.83,61.18,13.75,Low,60.33,292.44,-21.07,-1.56,176.07,2392.64,-237.78,2377.91,-18205.48,-15.33,7.84,326.46,-60.78,-11607.66,-3303.54,8.33,6,4.54,-492.27,-5650.11,16.68,-228.02,-62.23,-3448.02,1.2,222.7,10.94,-24.35
18.64,24155.4,6,Rest,-7925.87,540.33,-21.98,13.31,High,-89.67,1969.11,-10.28,-3.9,-26.1,2138.72,582.27,2845.33,-10916.46,-27.18,5.18,370.68,-69.36,-5861.4,1191.9,152.62,10,-629.75,-666.6,-5836.98,15.04,-9.98,-47.93,-1898.3,0.54,238.8,3.03,390.73
-59.7,17819.88,15,Rest,-11776.54,-101.41,-8.44,13.89,High,-96.75,1470.75,0.46,-15.22,247.47,1407.46,-302.7,2387.29,-15277.38,-23.58,19.16,453.48,-58.17,-19694.82,5747.73,6.22,14,-674.55,-643.2,-4041.51,8.14,-26.8,-119.41,-1979,99.9,148.54,3.98,522.06
-80.53,30213.42,18,UK,-18289.83,272.71,-57.36,16.43,Very high,11.28,1217.19,-9.94,2.12,198.54,1587.78,51.48,2140.1,-16160.44,-17.19,8.26,369.99,-83.79,-24364.94,7515.9,57.83,2,-554.69,-654.27,-5905.14,16.73,1.32,-100.1,-2026.36,0.08,188.04,4.41,1285.9
-82.82,15577.29,18,Europe,-7343.53,385.06,-36.74,10.14,Very high,193.53,1783.08,-9.08,-12.38,-92.4,1484.2,47.19,1802.77,-20683.38,-35.79,2.3,348.06,-80.22,-17552.28,-7413.42,99.69,6,-348.74,-663.84,-3883.05,9.46,43.56,-82.58,-1583.18,1.62,386.12,3.55,800.61
-135.92,18359.91,21,Europe,-13113.76,813.27,-21.74,8.73,Medium,185.94,881.79,-9.95,2.6,121.38,3140.04,318.03,1103.8,-15766.48,-25.83,23.5,435.12,-57.33,-14271.42,-18167.7,13.52,10,-122.89,-889.05,-4080.51,16.47,-19.1,-52.61,-2720.02,0.06,159.4,2.5,-425.46
-57.56,18290.88,6,Rest,-10669.15,658.11,21.82,15.65,Low,-0.06,1465.74,-11.65,-1.72,128.76,2886.92,357.72,3220.55,-25089.72,-15.75,5.56,386.76,-64.77,-17568,-3068.25,35.01,4,-176.46,-174.66,-3995.88,21.67,42.94,-132.05,-1614.9,1.96,283.58,5.22,361.34
-82.62,13164.42,12,UK,-9369.71,330.27,7.36,18.76,Low,115.05,2068.17,-13.73,-1.42,149.91,1938.54,2108.34,2653.3,-25325.8,-42.81,6.7,341.64,-71.28,-14812.02,-2220.84,99.17,8,263.61,-533.85,-3344.04,19.02,-8.7,-104.36,-2159.18,0.2,92.96,2.43,415.92
-70.05,23967.78,12,Rest,-5622.87,574.78,-126.46,8.52,Very low,131.13,1029.81,-11.05,-3.82,280.68,1697.42,646.74,2414.03,-19043.56,-23.91,7.14,251.01,-82.26,220.28,5432.73,15.91,12,-419.67,-502.71,-2315.52,20.84,-8.68,-23.54,-1965.76,13.5,183.22,5.07,-124.81
-76.3,25274.46,12,Europe,-7199.66,-50.26,15.9,13.83,Very high,1.77,2860.32,-13.9,-10.94,141.48,2442.62,-943.74,1870.94,-21664.88,-24,11.08,397.92,-65.58,-24070.66,7781.46,12.84,10,-66.17,-322.59,-3391.68,16.21,-75.44,-96.49,-1375.56,97.82,228.16,2,2738.03
-160.45,36736.74,6,Europe,-7493.71,169.1,70.78,9,Medium,112.86,1152.6,2.22,-4.64,86.28,2835.3,1037.64,2351.01,-18435.34,-28.26,2.44,-93.12,-72.66,-10739.64,-8574.33,18.22,12,-15.07,-596.55,-2956.77,21.66,25.64,-41.52,-2103.36,6.34,77.42,3.97,1584.56
-93.95,20147.61,3,USA,-1689.44,119.8,87.38,14.27,Very low,255.06,1166.52,-3.36,-7.06,194.67,2553.38,668.04,1868.33,-4407.82,-43.35,20.18,364.26,-68.43,-14584.06,-8537.55,79.89,6,-182.65,-699.33,-1620.72,12.18,-10.74,-115.83,-2377.86,0.08,91.06,7.73,-141.66
-90.74,15317.97,6,USA,-9715.8,649.56,49.52,14.56,Very low,96.51,164.07,-7.56,-3.7,73.26,2336.72,379.38,1803.23,-23006.34,-36.42,3.86,348.12,-61.47,-7937.2,16715.34,-39.76,0,-687.31,-610.08,-7093.68,16.41,-39.46,-82.49,-1674.92,0,397.02,5.03,-1171.58
-69.58,15710.13,15,UK,-7107.69,-196.62,39.68,11.79,Low,1.74,777.45,-9.59,-5.34,125.28,2153.28,1705.83,2271.54,-12137.36,-36.57,5.38,371.55,-73.41,-21325.16,1151.67,28.94,2,-73.63,-650.25,-1241.88,16.5,-243.38,-65.59,-1848.5,18.44,285.92,2.51,2668.12
-72.9,28003.56,15,UK,-13201.99,-46.52,-71.04,13.71,High,78.99,2212.62,3.64,-9.66,116.37,3023.6,1558.35,2934.81,-10546.68,-26.76,6.24,458.04,-80.22,-21368.04,-4858.62,30.44,14,-336.86,-529.62,-2672.61,12.07,-51.52,-84.57,-1900.96,486.46,149.78,3.96,3172.43
-121.9,30110.94,6,UK,-11021.16,399.61,105.42,18.46,Low,65.82,2866.29,-8.27,-5.68,99.87,2121.1,1231.53,3572.39,-9701.8,-36.15,8.66,171.57,-55.2,-15528.38,-22405.2,3.21,4,-69.4,-551.19,-3644.97,11.74,-190,-63.77,-1338.92,159.54,244.58,4.49,2394.06
-47.23,35370.54,12,Rest,-13734.36,464.68,-204.36,17.49,High,203.61,1150.53,-9.37,-4.66,176.4,2674.9,426.63,2521.81,-16860.14,-29.22,7.72,295.35,-71.58,-17057.62,-6062.4,95.43,12,-352.51,-614.49,-3903.36,8.83,-63.24,-84.16,-2791.8,35.82,225.22,3.09,1192.11
-65.22,15151.47,3,USA,-4688.41,303.63,24.54,12.35,Very high,-25.95,17.1,-10.42,-0.74,151.17,2229.46,1424.97,2446.78,-18069.3,-30.39,7.8,468.03,-72.87,-22118.76,1277.13,23.66,6,-368.14,-556.77,-4044.66,11.71,66.34,-93.86,-1659.18,0.3,273.94,6.17,1279.99
-79.39,9812.28,12,Rest,-14870.29,-34.88,-21.18,16.09,Very low,130.26,1814.4,-4.82,-1.18,198.45,1573.1,82.2,2707.4,-16622.36,-33.99,3.88,454.86,-71.25,-9945.6,-16138.68,22.9,2,153.4,-787.5,-3595.14,16.5,-41.4,-90.16,-2114.08,0.52,118.4,4.02,79.59
-87.02,30447.03,12,Europe,-11853.31,27.35,3.1,15.66,Very high,128.79,1427.79,-0.29,-22.4,66.66,1695.4,1159.95,2766.68,-19847.76,-36.06,8.3,358.68,-98.7,-22899.14,6220.29,51.03,8,-113.35,-580.32,-5722.98,28.01,59.3,-137.93,-2117.48,4.18,221.8,4.44,2355.84
-100.82,20757.03,6,UK,-7743.36,455.34,59.88,19.94,Very high,178.44,783.18,-18.4,3.34,178.95,1560.64,-592.86,2369.88,-8866.52,-31.56,16.04,365.16,-69.15,-12953.8,5603.55,45.31,10,42.15,-670.65,-1633.5,10.89,-31.86,-82.78,-1556.52,68.46,137.82,2.88,3457.4
-68.21,19682.43,9,UK,-13178.54,770.7,106.1,10.06,Very high,-2.34,1224.3,-14.67,2.18,76.8,1745.94,1288.77,1373.82,-13700.44,-31.95,9.34,224.31,-105.78,-15973.5,-12778.62,16.22,4,-369.89,-716.61,-5789.01,19.84,19.76,-73.06,-2503.68,0.96,201.2,4.49,3404.72
-16.62,27920.58,12,USA,-12444.09,127.66,-6,14.82,High,19.26,881.67,-9.27,-10.1,71.73,1858.98,-150.15,2515.97,-25804.28,-38.01,4.68,41.97,-90.21,-20709.42,-16079.16,65.68,6,-800.88,-616.29,-3465.21,20.57,43.36,-90.75,-2629.76,29.5,197.84,2.97,2290.18
-76.84,15005.55,12,Europe,-10074.83,472.89,19.64,16.55,Low,21.54,642.93,-9.83,7.14,118.74,2691.58,2888.31,3013.24,-18612.44,-43.56,10.66,213.78,-55.71,-17346.44,-15537.48,-7.35,14,-201.29,-712.71,-3736.95,22.42,9.94,-95.77,-1712.52,167.8,378.42,0.77,2051.99
-18.36,12264.81,18,Europe,-9883.68,514.49,-4.08,15.96,Low,104.07,2870.16,-9.34,6.18,199.83,2589.78,638.04,2792.77,-13360.08,-37.89,7.32,315.75,-56.52,-22414.62,4379.85,135.39,4,-1.4,-690.66,-3685.35,17.97,-27.42,-105.06,-1993.28,0.02,163.74,8.45,-1414.9
-69.82,19791.99,3,Europe,-5805.92,392.85,-131.16,18.23,Medium,-17.94,1147.71,-1.6,-5.64,138.3,2120.26,1087.74,2503.31,-16656.28,-26.82,4.54,516.6,-69.96,-25819.46,10736.07,-45.83,18,-212.48,-551.16,-3854.07,16.15,-179.56,-71.18,-1735.22,5.94,295.86,1.41,2511.5
-112.78,28830.45,21,UK,-15585.99,626.9,104.8,12.8,Very low,102.21,875.58,-6.93,0.04,217.8,2435.9,223.29,2028.09,-13184,-43.86,6.46,533.82,-64.02,-23631.94,3616.2,22.89,8,222.6,-363.36,-3737.46,18.07,-137.44,-117.02,-1618.44,1.56,117.44,5.62,-138.8
-198.14,14610.75,15,Europe,-8412.67,163.59,-4.84,11.73,Very high,199.17,1296.39,-12.91,-0.4,168.6,2048.04,-293.37,2220.82,-22933.94,-45.78,6.92,459.27,-77.25,-18640.06,4054.08,14,6,-874.59,-617.61,-3583.92,16.39,3.3,-73.97,-1977.46,244.64,248.52,6.3,2313.85
-17.23,15340.65,15,USA,-9585.08,-284.78,39,15.9,Very low,46.89,1672.56,-12.44,-10.7,198.54,1578.76,-852.57,2260.01,-16872.48,-22.2,4.68,308.55,-75.6,-18536.42,4086.66,52.51,8,-196.43,-645.69,-2928.99,16.84,-131.48,-52.87,-2021.76,0.62,102.54,6.67,-622.82
-16.38,19978.62,3,Rest,-12549.56,-212.67,10.24,18.38,Very high,211.38,112.89,-11.01,3.7,239.28,1973.98,385.44,2557.08,-25253.36,-31.2,1.68,383.88,-61.68,-9893.72,-5040.81,5.94,12,-402.74,-454.23,-3548.16,15.36,-63.7,-87.99,-2440.46,3.32,159,4.98,898.88
-5.61,18747.15,9,Europe,-4917.93,437.06,-36.36,19.68,High,105.81,888.96,-2.3,0.28,270.72,2865.18,980.43,2091.41,-24137.24,-37.47,15.68,465.54,-61.77,-27802.72,7286.28,61.4,0,-494.4,-772.83,-6840.36,16.85,-40.54,-58.83,-1924.04,0.14,205.24,3.89,2448.25
-38.25,17419.38,6,UK,-13846.63,-222.18,-2.86,16.66,Very low,139.56,324.99,-17.9,-5.74,245.28,1630.3,-940.38,2291,-22075.74,-49.44,5.54,451.86,-63.21,-12982.4,-17795.85,-43.77,4,-438.96,-748.95,-3168.21,9.14,-7.32,-81.53,-2398.82,0.2,123.26,8.31,-73.64
-87.36,19497.57,12,Rest,-10674.94,443.04,61.98,13.59,High,166.02,1052.94,-8.35,2.12,272.25,2503.76,2112.36,2333.31,-11094.48,-35.37,7.8,120.87,-72.45,-14535.58,-1296.72,27.64,4,-896.17,-728.94,-4105.71,19.9,121.6,-86.52,-1027.52,0.06,216.64,14.45,-297.3
-58.13,18736.11,21,UK,-11220.86,899.49,35.82,20.16,Very low,32.88,1408.02,-6.3,3.5,209.37,1500.88,884.25,3417.58,-21070.22,-24.9,1.06,383.94,-73.89,-22999.24,3021.3,39.61,6,-677.74,-59.16,-6187.74,15.99,-3.3,-70.32,-1480.74,0.64,305.8,0.77,22.12
-75.01,13257.33,18,Europe,-5416.84,270.1,-28.56,8.94,Medium,80.64,1996.92,-6.3,0.02,227.61,2318.5,703.23,2510.02,-10938.7,-41.25,36.12,452.07,-82.74,-19929.18,18313.77,37.11,6,-343.51,-682.89,-4062.48,16.27,-51.7,-46.52,-3215.02,15.88,210.42,2.48,2583.81
-86.53,9550.89,15,USA,-8025.36,84.59,-71.2,15.52,Very high,59.19,2001.96,-11.51,-2.42,40.59,1970.86,1147.11,1826.11,-18321.68,-39,7.72,401.34,-76.29,-24075.74,18474.63,60.43,12,-288.49,-577.08,-3978.69,20.95,-108.94,-84.28,-1764.68,0.4,285.92,4.15,674.95
-62.13,21831.09,21,Europe,-6657.76,149.38,122.54,13.8,Very high,57.54,1171.86,-12.6,-0.18,105.72,2424.34,832.2,3266.38,-21256.5,-28.26,4.84,404.67,-58.41,-12930.98,-18693.3,-50.75,6,-712,-581.37,-2848.02,9.69,114.68,-87.95,-2837.06,2.26,179.98,1.03,2556.01
-101.91,31444.71,15,USA,-8068.87,378.82,23.7,16.94,Medium,122.13,716.25,-20.23,-1.58,296.34,3326.22,-285.24,2411.7,-9688.02,-29.4,14.98,453.24,-65.97,-17770.64,-706.02,74,2,-292.32,-201.66,-5079.87,31.31,-57.64,-67.13,-2040.14,1.42,49.48,3.65,994.71
-83.74,9781.53,9,UK,-10584.23,-544.39,5.94,17.76,High,75.87,-377.25,-15,-2.3,159.63,1656.86,171.75,2618.37,-17159.64,-27.57,7.38,409.47,-66.87,-26746,-6720.6,-7.03,4,-32.86,-582.06,-4486.44,16.68,-22.72,-78.47,-2133.64,1.8,26.26,9.2,1377.4
-123.8,19356.63,6,USA,-7017.21,-140.3,7.1,13.89,Very low,105.69,1056.75,-10.32,-0.12,154.68,1366.22,1129.83,1984.86,-11718.5,-15.18,0.4,295.02,-47.67,-21865.6,-8000.73,46.24,8,395.82,-782.88,-4483.83,15.37,-81.14,-108.37,-1384.2,1.88,224.12,8.52,-447.31
-74.06,18038.31,21,USA,-6763.19,-128.09,7.04,17.4,Medium,69.33,2513.16,-11.24,4.84,129.21,1049.38,791.94,2754.08,-21551.22,-23.85,9.38,419.49,-85.26,-8253.46,11664.87,39.44,8,-772.48,-530.85,-3778.98,13,63.92,-86.79,-2775.58,14.24,175.42,3.38,588.17
-75.64,20846.91,15,UK,-13365.78,737.92,30.78,15.14,Medium,79.89,2618.37,-15.72,-4.82,138.15,2135.88,636.48,3361.58,-11047.14,-32.28,4.04,343.68,-46.17,-12230.78,-6234.75,63.77,12,-12.16,-453.78,-3095.19,16.77,69.38,-71.95,-1276.74,6.36,135.58,2.05,178.79
-145.96,26995.38,15,USA,-11823.24,207.29,-19.96,17.33,Very high,-14.67,1790.4,5.13,-0.6,145.83,1572.96,1317.21,2491.36,-17955.44,-36.24,5.02,447.57,-71.07,-9358.68,-7443.66,94.62,6,167.93,-532.29,-1618.95,16.79,1.76,-88.82,-1539.72,0.08,138.12,1.69,440.17
-122.11,18819.15,18,UK,-10153.68,56.59,-20.58,15.91,Very high,122.49,751.2,-8.77,3.9,109.74,2202.26,579.87,2735.35,-29073.7,-13.41,1.6,487.05,-68.13,-22622.48,-787.44,63.98,6,-197.84,-479.22,-5547.06,9.45,78.7,-73.52,-1405.22,12.12,168.56,3.35,2446.21
-40.26,22721.64,6,USA,-10472.2,-416.01,98,15.35,Very high,142.62,1767.96,-12.82,-5.36,143.25,943.1,1461.72,2316.21,-23071.22,-8.04,7.74,488.07,-63.72,-8966.02,-7241.73,37.88,4,350.38,-443.25,-1670.34,17.15,-10.48,-135.3,-1359.76,7.18,202.58,6,850.6
